Date,Open,High,Low,Close,Volume
2025-01-28,"230.8500","240.1900","230.8100","238.2600","75707569"
2025-01-29,"234.1200","239.8550","234.0100","239.3600","45486100"
2025-01-30,"238.6650","240.7900","237.2100","237.5900","55658279"
2025-01-31,"247.1900","247.1900","233.4400","236.0000","101075128"
2025-02-03,"229.9900","231.8300","225.7000","228.0100","73063301"
2025-02-04,"227.2500","233.1300","226.6500","232.8000","45067301"
2025-02-05,"228.5300","232.6700","228.2700","232.4700","39664989"
2025-02-06,"231.2850","233.8000","230.4250","233.2200","29925349"
2025-02-07,"232.6000","234.0000","227.2600","227.6300","39707224"
2025-02-10,"229.5700","230.5850","227.2000","227.6500","33115645"
2025-02-11,"228.2000","235.2300","228.1300","232.6200","53718362"
2025-02-12,"231.2000","236.9600","230.6800","236.8700","45243292"
2025-02-13,"236.9100","242.3399","235.5700","241.5300","53614054"
2025-02-14,"241.2500","245.5500","240.9900","244.6000","40896227"
2025-02-18,"244.1500","245.1800","241.8400","244.4700","48822491"
2025-02-19,"244.6600","246.0100","243.1604","244.8700","32204215"
2025-02-20,"244.9400","246.7800","244.2900","245.8300","32316907"
2025-02-21,"245.9500","248.6900","245.2200","245.5500","53197431"
2025-02-24,"244.9250","248.8600","244.4200","247.1000","51326396"
2025-02-25,"248.0000","250.0000","244.9100","247.0400","48013272"
2025-02-26,"244.3300","244.9800","239.1300","240.3600","44433564"
2025-02-27,"239.4100","242.4600","237.0600","237.3000","41153639"
2025-02-28,"236.9500","242.0900","230.2000","241.8400","56833360"
2025-03-03,"241.7900","244.0272","236.1120","238.0300","47183985"
2025-03-04,"237.7050","240.0700","234.6800","235.9300","53798062"
2025-03-05,"235.4200","236.5500","229.2300","235.7400","47227643"
2025-03-06,"234.4350","237.8600","233.1581","235.3300","45170419"
2025-03-07,"235.1050","241.3700","234.7600","239.0700","46273565"
2025-03-10,"235.5400","236.1600","224.2200","227.4800","71451281"
2025-03-11,"223.8050","225.8399","217.4500","220.8400","76137410"
2025-03-12,"220.1400","221.7500","214.9100","216.9800","62547467"
2025-03-13,"215.9500","216.8394","208.4200","209.6800","61368330"
2025-03-14,"211.2500","213.9500","209.5800","213.4900","60107582"
2025-03-17,"213.3100","215.2200","209.9700","214.0000","48073426"
2025-03-18,"214.1600","215.1500","211.4900","212.6900","42432426"
2025-03-19,"214.2200","218.7600","213.7500","215.2400","54385391"
2025-03-20,"213.9900","217.4899","212.2200","214.1000","48862947"
2025-03-21,"211.5600","218.8400","211.2800","218.2700","94127768"
2025-03-24,"221.0000","221.4800","218.5800","220.7300","44299483"
2025-03-25,"220.7700","224.1000","220.0800","223.7500","34493583"
2025-03-26,"223.5100","225.0200","220.4700","221.5300","34532656"
2025-03-27,"221.3900","224.9900","220.5601","223.8500","37094774"
2025-03-28,"221.6700","223.8100","217.6800","217.9000","39818617"
2025-03-31,"217.0050","225.6200","216.2300","222.1300","65299321"
2025-04-01,"219.8050","223.6800","218.9000","223.1900","36412740"
2025-04-02,"221.3150","225.1900","221.0200","223.8900","35905904"
2025-04-03,"205.5400","207.4900","201.2500","203.1900","103419006"
2025-04-04,"193.8900","199.8800","187.3400","188.3800","125910913"
2025-04-07,"177.2000","194.1500","174.6200","181.4600","160466286"
2025-04-08,"186.7000","190.3350","169.2101","172.4200","120859491"
2025-04-09,"171.9500","200.6100","171.8900","198.8500","184395885"
2025-04-10,"189.0650","194.7799","183.0000","190.4200","121879981"
2025-04-11,"186.1000","199.5400","186.0600","198.1500","87435915"
2025-04-14,"211.4400","212.9400","201.1621","202.5200","101352911"
2025-04-15,"201.8550","203.5100","199.8000","202.1400","51343872"
2025-04-16,"198.3600","200.7000","192.3700","194.2700","59732423"
2025-04-17,"197.2000","198.8335","194.4200","196.9800","52164675"
2025-04-21,"193.2650","193.8000","189.8112","193.1600","46742537"
2025-04-22,"196.1200","201.5900","195.9700","199.7400","52976371"
2025-04-23,"206.0000","208.0000","202.7990","204.6000","52929165"
